Total Gross Profit,Back Gross Profit,Front Gross Profit,Buyer Postal Code,Inventory Type,Make,Model,Color
511.17,364.79,-22.62,622942168,U,Chevrolet,Silverado 1500,WHITE
1047.04,744.2,53.84,62084,U,Buick,Regal,BLACK
7583.17,2300.72,5113.45,62047,U,Chevrolet,Malibu,
3983.46,1361.57,2452.89,620091562,U,Hyundai,Sonata,BLACK
2452.47,1931.03,352.44,620025418,U,GMC,Acadia,SILVER
3055.53,464,2422.53,622256239,U,Chevrolet,Express 2500,WHITE
3963.46,2514.3,1280.16,622343839,U,Dodge,Journey,RED
1778.7,299,1310.7,620521805,U,Dodge,Grand Caravan,SILVER
6992.39,560,6263.39,622321405,U,Chevrolet,Silverado 1500,BLUE
3682.12,1301,2212.12,620241741,U,Chevrolet,Silverado 1500,BLUE
4103.9,785.2,3149.7,620254265,U,Ford,F-150,BLUE
3489.8,1630.58,1690.22,62035,U,Chevrolet,Malibu,BLUE
5044.56,2553.11,2322.45,620633058,U,Chevrolet,Impala,SILVER
4563.99,1132.34,3262.65,622083918,U,Dodge,Challenger,BLACK
7590.56,0,7421.56,620871559,U,Chrysler,Town & Country,WHITE
3378.46,174,3035.46,620241711,U,Chevrolet,Equinox,BLUE
8197.83,4091.14,3937.69,620351717,U,Chevrolet,Silverado 1500,BROWN
2670.7,0,2421.7,62088,U,RAM,ProMaster City,WHITE
3676.98,2179,1248.98,620027757,N,Chevrolet,Silverado 1500,GRAY
2412.43,201,1962.43,620824430,U,Chevrolet,Colorado,BLUE
4146.16,2629.33,1267.83,625727001,U,Chevrolet,Malibu,GRAY
1476.03,1815.73,-508.7,620971602,N,Chevrolet,Trax,BLACK
5190.48,1743.38,3198.1,620141311,N,Chevrolet,Silverado 1500,BLACK
1204.26,1000,35.26,62025,N,Chevrolet,Spark,ORANGE
2265.67,426,1590.67,622943631,N,Chevrolet,Equinox,BLUE
2439.66,2747.77,-477.11,620027757,N,Chevrolet,Equinox,GRAY
3833.16,2229.09,1355.07,620251726,U,Chevrolet,Colorado,RED
35.1,0,-213.9,630333022,N,Chevrolet,Blazer,RED
4198.25,691.56,3257.69,620353118,U,Chevrolet,Suburban,GRAY
3316.22,864.69,2202.53,626856554,U,Chevrolet,Silverado 1500,SILVER
3646.95,1649.6,1748.35,620026512,U,Chevrolet,Equinox,BLACK
20565,2686,18000,62205,U,Chevrolet,Equinox,GREY
5849.35,2840.12,2760.23,620564239,U,Chevrolet,Silverado 3500HD,BLACK
919.77,0,670.77,620025828,U,Chevrolet,Camaro,ORANGE
5687,2900.55,2537.45,622342533,U,Chevrolet,Silverado 1500,SILVER
6057.2,3148.58,2659.62,62208,U,Kia,Optima,BLUE
2901.88,661.47,1991.41,620091151,U,Chevrolet,Malibu,CHAMPAIGN
853.6,0,604.6,620741952,N,Chevrolet,Express 2500,WHITE
2058.04,899,1293.74,620521218,U,Buick,Verano,WHITE
5226.25,1763.1,3858.15,620283024,U,Buick,Verano,BLACK
543.01,418.16,-124.15,620255339,N,Chevrolet,Traverse,BLACK
-720.4,600,-1569.4,622691002,N,Chevrolet,Traverse,BLUE
1233.35,224.13,760.22,620331953,U,Chevrolet,Malibu,BLACK
6864.65,595.4,6020.25,617531724,N,Chevrolet,Corvette,WHITE
7359.6,1300,5810.6,620242020,N,Chevrolet,Corvette,SILVER
1838,1858,-269,620351419,N,Chevrolet,Equinox,BLU
787.94,0,538.94,622321945,U,Chevrolet,Impala,BLUE
-121,299,-669,62010,N,Chevrolet,Equinox,BLUE
860.65,899,-287.35,620251892,N,Chevrolet,Silverado 1500,RED
2401,0,2152,470258901,U,POLARIS,RZR,RED
2832.83,1053.61,1530.22,620461001,U,Chevrolet,Malibu,BLACK
-725.25,522.72,-1496.97,620101407,N,Chevrolet,Colorado,BLU
2606.38,2518.38,-161,62067,N,Chevrolet,Silverado 1500,WHITE
4111.3,2003,1859.3,620351931,N,Chevrolet,Equinox,BLACK
3101.91,2316.71,536.2,620256147,U,Buick,Encore,BLUE
4950.76,2978.06,1723.7,62002,N,Chevrolet,Trax,WHITE
4781.87,3164.23,1368.64,620241948,U,Chevrolet,Malibu,WHITE
2403.48,1512.03,642.45,620102628,U,Chevrolet,Malibu,SILVER
5016.63,3420.12,1347.51,620142271,N,Chevrolet,Blazer,RED
1039.74,0,790.74,628018221,U,Chevrolet,Camaro,BLACK
3300.8,3268.79,-216.99,631153033,U,Chevrolet,Equinox,WHITE
4776.24,1856.94,2670.3,620142211,N,Chevrolet,Blazer,RED
3978.85,3008.46,721.39,620351201,U,GMC,Canyon,WHITE
2774.48,920,1605.48,63031,U,Chevrolet,Camaro,GRAY
-108.13,421.8,-778.93,62088,N,Chevrolet,Blazer,BLACK
655,700,-294,62095,N,Chevrolet,Equinox,BLUE
1680.69,721.88,709.81,62035,U,Chevrolet,Malibu,RED
6635.97,1058.69,5328.28,62002,N,Chevrolet,Silverado 1500 LD,BLUE
3169.54,2744.84,175.7,622341551,N,Chevrolet,Silverado 1500,BLUE
4565.49,1941.04,2375.45,62033,U,Chevrolet,Equinox,GRAY
2510.18,2610.28,-349.1,62086,N,Chevrolet,Silverado 1500,RED
5915.22,3266.22,2400,62002,U,Chevrolet,Silverado 1500,BLACK
4237.73,1702.13,2286.6,62025,N,Chevrolet,Silverado 1500,BLK
5645.03,2802.88,2593.15,62232,U,Chevrolet,Malibu,TAN
1444.85,1180.85,15,62254,N,Chevrolet,Silverado 1500,RED
3424.11,2754.06,421.05,62002,N,Chevrolet,Equinox,WHITE
2617.08,1779.93,588.15,62040,U,Buick,Verano,BLACK
4135,2143.06,1742.94,62097,U,Ford,Focus,WHITE
2704.9,778.95,1676.95,62012,U,Chevrolet,Cruze,GRAY
4298.27,2802.33,1246.94,62016,U,Chevrolet,Silverado 1500,RED
2127.75,1442.65,436.1,62095,N,Chevrolet,Silverado 1500,BLACK
2122.43,0,1873.43,63028,U,JAYCO,EAGLE PREMIER,BROWN
1273.38,0,1024.38,62234,U,Ford,Contour,GOLD
2872.03,147.23,2475.8,62298,U,Chevrolet,Corvette,RED
2762.87,0,2513.87,63801,U,GMC,Sierra 3500HD,WHITE
3092.02,81.66,2761.36,62234,U,Honda,CR-V,SILVER
3591,0,3342,63386,U,Nissan,Murano,WHITE
499.03,701,-450.97,62221,U,Chevrolet,Colorado,BLACK
3042.86,2612.71,181.15,62025,U,Chevrolet,Silverado 1500,WHITE
4478.46,0,4229.46,62010,U,Jeep,Wrangler,YELLOW
7405.56,2949.95,4206.61,62002,U,RAM,1500,BLACK
5130.94,3583.96,1297.98,62095,U,Chevrolet,Trax,RED
3754.35,1052.39,2601.96,62087,U,Jeep,Renegade,GRAY
3360.53,201,2910.53,620804148,U,Chevrolet,Impala,BLACK
3217.99,1694.21,1274.78,62010,U,Dodge,Durango,GRAY
5185.99,3902.3,1034.69,622042012,U,Chevrolet,Tahoe,BLACK
6320.45,2920.8,3150.65,62024,U,Chevrolet,Colorado,WHITE
2265.78,1046.5,1465.28,62052,U,GMC,Terrain,BLACK
1640.06,2325.39,-934.33,62025,N,Chevrolet,Trax,GREY
2243.34,2539.54,-545.2,62035,U,Buick,Enclave,GRAY
3886.79,1048.53,2589.26,62025,U,Hyundai,Veloster,ORANGE
6046.6,3260.1,2537.5,62231,U,Chevrolet,Tahoe,GRAY
4587.57,2203.45,2135.12,620521321,U,Chevrolet,Malibu,RED
3251.9,963.71,2039.19,62095,U,Chevrolet,Silverado 1500,BLUE
6119.33,1612.64,4257.69,62249,U,Chevrolet,Silverado 1500,RED
2368.74,325.41,1794.33,620971304,U,Buick,Enclave,GREY
5310.95,1646,3415.95,63138,U,Dodge,Grand Caravan,
434.4,0,185.4,63136,U,Chevrolet,Camaro,BLACK
2615.26,612,1754.26,62018,U,Ford,Escape,BLUE
1541.96,540.51,752.45,62084,U,Chevrolet,Equinox,BLACK
2579.38,112.49,2217.89,63126,U,Toyota,Highlander,WHITE
5867.86,2481.33,3137.53,620121303,U,Chevrolet,Silverado 1500,BLUE
2457,568.31,1639.69,62363,U,Chevrolet,Suburban,RED
5093.43,1596.58,3247.85,620253949,U,Chevrolet,Camaro,GRAY
5598.28,2708.75,2640.53,63624,U,Chevrolet,Express 2500,WHITE
5814.78,4060.9,1504.88,62018,U,Mazda,CX-5,RED
3331.14,932.42,2149.72,62002,U,Chrysler,Town & Country,BLACK
2279.6,1213.15,817.45,63031,U,Chevrolet,Equinox,GREY
4866.46,3307.32,1310.14,62034,U,Chevrolet,Equinox,SILVER
5145.07,2124.02,2772.05,62014,U,GMC,Sierra 1500,SILVER
2008.19,551.85,1207.34,63051,U,Ford,Explorer,GOLD
7345.55,3370.82,3725.73,62095,U,Chevrolet,Camaro,BLACK
2662.22,621,2510.22,63137,U,GMC,Terrain,SILVER
1077.76,0,1077.76,63011,U,Chevrolet,Silverado 2500HD,WHITE
1355.33,150,956.33,63109,U,Volkswagen,Passat,GRAY
2448.5,1140.74,1058.76,62087,U,Chevrolet,Equinox,RED
3100.64,2920.64,-69,62012,N,Chevrolet,Equinox,BLUE
228.99,223.09,-243.1,620241439,N,Chevrolet,Colorado,RED
772.83,1170.43,-646.6,62249,N,Chevrolet,Colorado,BLU
6660.24,5652.03,759.21,62234,N,Chevrolet,Silverado 1500,GRAY
-446.2,0,-695.2,62040,N,Chevrolet,Silverado 1500,GRAY
2028.16,391.21,1387.95,62095,U,Chevrolet,Equinox,RED
1982.05,1549.67,183.38,620626719,N,Chevrolet,Blazer,BLACK
3196.31,2490.54,456.77,620951812,U,Buick,Verano,MAROON
1952.13,0,1703.13,62095,U,Volkswagen,Passat,WHITE
2368.55,0,2119.55,62097,U,Chevrolet,Captiva Sport,BLUE
2324.41,0,2075.41,62052,U,Dodge,Dart,SILVER
381,201,-69,62685,N,Chevrolet,Equinox,BLUE
1287.86,278.81,760.05,62095,N,Chevrolet,Traverse,WHITE
2513.43,248.78,2015.65,62294,U,Chevrolet,Traverse,MAROON
851.37,0,602.37,62226,U,Chevrolet,Trax,BLACK
4154.86,686,3219.86,62203,U,Chevrolet,Silverado 1500,GOLD
3752.17,2827.14,676.03,62294,U,Jeep,Wrangler Unlimited,BLACK
1455.75,0,1206.75,65076,U,Chevrolet,Traverse,GREY
3394.71,2815.58,330.13,62024,N,Chevrolet,Impala,RED
77.64,1157.29,-1328.65,62035,N,Chevrolet,Blazer,BLUE
3388.4,3183.17,-43.77,62063,N,Chevrolet,Equinox,GRAY
3298.29,34.59,3014.7,62243,U,Chevrolet,Impala,BLACK
2294.17,1240.04,805.13,630332958,U,Chevrolet,Colorado,WHITE
2939.32,1112.72,1577.6,62257,U,Jeep,Wrangler Unlimited,RHINO
3541.08,1761.86,1530.22,620461001,U,Chevrolet,Malibu,BLACK
4960.85,1582.23,3129.62,622213491,U,Nissan,Sentra,SILVER
3920.48,659.03,3012.45,62234,U,Chevrolet,Colorado,RED
6207.72,1578.33,4380.39,631393569,U,Ford,F-350,SILVER
1588.45,0,1339.45,620255520,U,Chevrolet,Cruze,BLACK
2300.91,1746.77,305.14,62052,U,Chevrolet,Malibu,BLUE
2784.14,138.43,2396.71,625548147,U,Toyota,Corolla,RED
4157.99,1913.35,1995.64,62052,U,Chevrolet,Traverse,
2343.51,2317.29,-222.78,620142114,U,Ford,Focus,GRAY
3749.24,1895.68,1604.56,620402647,U,Chevrolet,Cruze,WHITE
2421.54,726.84,1594.7,633010084,U,GMC,Canyon,SILVER
4446.31,3742.71,454.6,620025129,U,Chevrolet,Malibu,BLACK
48.8,259,-459.2,620241427,N,Chevrolet,Trax,SILVER
-758.33,350.47,-1357.8,620101851,N,Chevrolet,Silverado 1500,RED
727.57,673.58,-195.01,62010,N,Chevrolet,Equinox,GRAY
2345.43,1940.43,156,620331861,N,Chevrolet,Equinox,BLACK
1110.13,0,861.13,620025133,U,Ford,F-150,SILVER
3989.93,0,3740.93,626856556,U,Chevrolet,Tahoe,WHITE
4060.09,3241.03,570.06,62704,U,Nissan,Rogue,BLACK
2696.66,44.31,2403.35,62010,U,Chevrolet,Equinox,BLACK
403.22,870.09,-715.87,62095,N,Chevrolet,Blazer,GRAY
2865.42,1301.47,1314.95,622347641,U,Kia,Sorento,MAROON
2667.22,0,2418.22,620333007,U,Jeep,Patriot,BLACK
4857.56,1262.45,3346.11,620251336,U,Chevrolet,Silverado 1500,SILVER
1047.4,0,798.4,622081627,U,RAM,1500,RED
4584.97,0,4335.97,620026523,U,Toyota,RAV4,SILVER
5215.76,960.6,4396.16,620025024,U,Chevrolet,Silverado 1500,BLUE
3272.3,1116.65,1906.65,620871548,U,Chevrolet,Silverado 1500,SILVER
1027,0,1027,85210,U,HARLEY,FXDS,RED
5765.04,0,5516.04,62249,U,Kia,Forte,BLUE
2885.03,2108.16,527.87,620352739,U,Dodge,Grand Caravan,WHITE
2376.15,805.88,1321.27,620101854,U,Chevrolet,Equinox,RED
5593.8,3170.58,2174.22,620252456,U,Chevrolet,Equinox,BLUE
2654.64,125.39,2280.25,631091544,U,Nissan,Murano,WHITE
4674.56,1239.08,3186.48,622341470,U,Chevrolet,Silverado 1500,BLACK
2886.05,1294.6,1342.45,620241231,U,Chevrolet,Equinox,WHITE
2743.81,1576.52,918.29,620494015,U,RAM,2500,RED
1504.73,98.97,1156.76,620024468,U,Chevrolet,Equinox,BLACK
1533.81,0,1284.81,620101438,U,Ford,Fusion,GREY
3085.46,1391.76,1444.7,62087,U,RAM,1500,BLUE
3326.05,150,2927.05,620871572,U,Chevrolet,Impala Limited,RED
1880.09,744.39,886.7,620027501,U,Cadillac,CTS,BLACK
4546.53,0,4297.53,620181353,U,Chevrolet,Traverse,SILVER
6571.51,0,6322.51,620951843,U,Chevrolet,Malibu,BLUE
2656.63,2183.04,224.59,620241820,N,Chevrolet,Silverado 1500,BLACK
517.73,1697.03,-1428.3,620351327,N,Chevrolet,Silverado 1500,RED
1674.11,1368.71,56.4,620406900,N,Chevrolet,Silverado 1500,BLACK
3368.2,3133.6,-14.4,62067,N,Chevrolet,Silverado 1500,RED
1037.88,1013.98,-225.1,62010,N,Chevrolet,Silverado 1500,WHITE
3341.83,2009.73,1083.1,628701069,N,Chevrolet,TrailBlazer,GRAY
3565.37,1269.48,2046.89,620025137,U,Chevrolet,Silverado 1500,RED
3555.01,241.68,3064.33,631044061,U,Chevrolet,Colorado,BLUE
2964.05,1756.05,959,620241700,N,Chevrolet,Equinox,BLACK
2509.43,2049.45,210.98,620406586,N,Chevrolet,Silverado 1500,SILVER
5179.59,2936.26,1994.33,620871647,U,Chevrolet,Colorado,MAROON
3544.95,3755.15,-459.2,62208,N,Chevrolet,Trax,GRAY
3367.56,1594.56,1524,620255331,U,Jeep,Grand Cherokee,WHITE
4305.01,2742.54,1313.47,634017849,U,Nissan,Frontier,WHITE
1835.91,555.41,1031.5,622696868,U,Chevrolet,Malibu,BLACK
3673.53,1089,2335.53,631237125,U,Chevrolet,Traverse,BLUE
2235.67,2620.67,-634,622267585,N,Chevrolet,Equinox,BLACK
3158.13,2708.68,200.45,620953214,U,Chevrolet,Equinox,BLUE
3550.29,1080.76,2220.53,626505700,U,RAM,1500,RED
1927.75,600,1078.75,620971207,U,Chrysler,300,BLACK
3759.6,1340.98,2169.62,622212592,U,Buick,Encore,WHITE
6214.99,3079.72,2886.27,63031,U,Chevrolet,Equinox,RED
4574.56,2057.28,2268.28,620101713,U,GMC,Sierra 1500,GRAY
3359.32,1903.08,1207.24,620402501,U,Chevrolet,Equinox,SILVER
2932.45,201,2482.45,620792530,U,Chevrolet,Equinox,
3581.39,599.94,2732.45,624712036,U,Chevrolet,Cruze,SILVER
2430.13,522.1,1659.03,620522040,U,Chevrolet,Traverse,GRAY
2694.5,2204.25,241.25,620181356,N,Chevrolet,Trax,WHITE
3626.69,0,3377.69,626269424,U,Chevrolet,Suburban,
1648,299,1100,622571503,U,Chevrolet,Cruze,WHITE
7190.8,495.68,6446.12,63801,U,Chevrolet,Corvette Stingray,BLACK
3291.23,0,3042.23,622343550,U,GMC,Acadia,WHITE
2204.75,0,1955.75,626706593,U,Chevrolet,Camaro,BLUE
2376.07,628.22,1498.85,620024902,U,GMC,Sierra 1500,SILVER
1284.97,0,1035.97,620241313,U,Chevrolet,Trax,SILVER
3796.88,0,3547.88,622322013,U,Chevrolet,Camaro,RED
3758.27,2203.82,1305.45,62010,N,Chevrolet,Silverado 1500,WHITE
1547.78,0,1298.78,62052,U,RAM,1500,WHITE
4169.52,1897.12,2023.4,620362071,N,Chevrolet,Traverse,SILVER
3240.39,1141.94,1849.45,62024,U,Chevrolet,Cruze,BLUE
4470.24,1605.62,2615.62,620141369,U,Dodge,Durango,GREY
632.97,0,383.97,620691110,N,Chevrolet,Silverado 1500,BLACK
3389.06,1760.36,1379.7,620142339,U,Ford,F-150,WHITE
2060.45,0,1811.45,62010,U,Chevrolet,Cruze,WHITE
2493.17,258.19,1985.98,620024119,U,Jeep,Wrangler,BLUE
3875.08,1751.38,1874.7,620101045,U,Dodge,Durango,
3806.03,3151.85,405.18,62208,N,Chevrolet,Equinox,SILVER
2929.94,2708.44,-27.5,620102586,N,Chevrolet,Silverado 1500,WHITE
1750.06,0,1501.06,62052,U,Chevrolet,Colorado,WHITE
1938.29,0,1689.29,656139400,U,Jeep,Grand Cherokee,GRAY
3016.63,1997.38,770.25,622493958,U,Volkswagen,Passat,BLACK
1760.34,263.81,1247.53,620479688,U,Chevrolet,Traverse,BLACK
2866.36,1225.87,1391.49,62002,U,Chevrolet,Silverado 1500 LD,GRAY
3814.09,633.02,2932.07,620241205,U,Chevrolet,Spark,WHITE
5936.83,3204.85,2482.98,630314016,U,Dodge,Challenger,BLACK
1838.03,-515.59,2104.62,627024345,U,Nissan,Maxima,BLUE
3218.64,602.01,2367.63,622345857,U,Chevrolet,Equinox,WHITE
681.49,776.19,-343.7,631382911,N,Chevrolet,Equinox,SILVER
2797.04,1538.44,1009.6,62035,U,Ford,Explorer,GRAY
-8920.29,2287.32,-11456.61,620022944,N,Chevrolet,Equinox,BLUE
2832.7,3660,-1076.3,630443441,N,Chevrolet,Silverado 1500,WHITE
4197.62,2900.12,1048.5,620102824,U,Chevrolet,Cruze,
2879.71,2023.39,607.32,620331915,U,Ford,Fiesta,SILVER
3731.63,198.01,3284.62,620952228,U,Nissan,Murano,WHITE
1519.02,182.49,1087.53,63376,U,Chevrolet,Equinox,SILVER
2886.45,0,2637.45,63115,U,Chevrolet,Equinox,GRAY
2167.95,631.5,1287.45,620353411,U,Chevrolet,Cruze,BLUE
4981.2,906,3826.2,62002,U,Kia,Sorento,GRAY
3208.7,0,2959.7,62025,U,Jeep,Wrangler Unlimited,BLUE
4196.69,850,3097.69,63109,U,Chevrolet,Silverado 1500,BLUE
3286.87,487.1,2550.77,620343408,U,Chevrolet,Cruze,GRAY
3602.54,2642.09,711.45,620101890,U,Chevrolet,Equinox,11487
1248.81,166.23,833.58,620241530,U,RAM,1500,WHITE
3428.1,1186.65,1992.45,620161451,U,Chevrolet,Cruze,BLACK
5052.15,2658.45,2144.7,620253970,U,GMC,Canyon,BLUE
1945.35,2261.09,-564.74,620121985,N,Chevrolet,Spark,ORANGE
1273.5,900.7,123.8,620406422,N,Chevrolet,Colorado,WHITE
5941.37,0,5692.37,620241206,U,Chevrolet,Spark,WHITE
2788.74,0,2539.74,620951248,U,Chevrolet,Cruze,RED
4164.65,0,3915.65,620406566,U,Ford,Focus,GRAY
3497.32,1775.96,1472.36,626859749,N,Chevrolet,Silverado 1500,WHITE
6529.77,2438.32,3842.45,622267818,U,Chevrolet,Equinox,BLACK
2230.49,150,1831.49,620626841,U,Chevrolet,Silverado 1500,SILVER
4171.86,1489.16,2433.7,620256112,U,Chevrolet,Silverado 1500,BLUE
7333.68,3219.15,3865.53,62018,U,Chevrolet,Impala,BLUE
2026.82,0,1777.82,633903566,U,Chevrolet,Traverse,BLACK
2617.86,0,2368.86,631152445,U,Chevrolet,Malibu,SILVER
825.27,0,576.27,64029,U,Chrysler,PT Cruiser,BLUE
7006.98,4635.93,2122.05,620121017,U,Cadillac,XT5,BLACK
4248.7,0,3999.7,475796016,U,RAM,1500,BLACK
2432.92,0,2183.92,631291548,U,Dodge,Ram 1500,BLACK
3049.7,201,2599.7,620012403,U,Buick,Enclave,RED
2998.25,2270.22,992.53,620601115,U,Chevrolet,Impala,BLUE
6587.24,3162.75,3175.49,622341915,U,Chevrolet,Equinox,BLUE
2765.39,1023.76,1492.63,620951716,U,GMC,Terrain,WHITE
1514.66,799.07,466.59,622811941,U,GMC,Acadia,SILVER
1141.53,290,602.53,620354007,U,Chevrolet,Impala,BLUE
4513.37,2001.02,2263.35,620871746,U,Dodge,Journey,ORANGE
4850.5,2394.01,2207.49,620492688,U,Chevrolet,Silverado 1500,RED
7056.16,2062.46,4744.7,620406138,U,Dodge,Grand Caravan,GREY
5757.03,3157.38,2350.65,622267376,U,Dodge,Charger,BLACK
5061.13,1786.68,3025.45,620025839,U,Chevrolet,Cruze,SILVER
3819.32,1323.6,2246.72,620251608,U,Jeep,Compass,GREY
2671.65,0,2422.65,424591333,U,Toyota,Sienna,WHITE
2872.2,2165.1,458.1,620141117,N,Chevrolet,Silverado 1500,RED
880.45,0,631.45,620254901,U,GMC,Terrain,WHITE
4843.2,2302.75,2291.45,620353330,U,Chevrolet,Equinox,MAROON
2211.1,1475.7,486.4,620372410,U,Chevrolet,Equinox,BLUE
3810.05,1474.72,2086.33,620952436,U,Chevrolet,Silverado 1500,RED
7627.94,4278.25,3395.69,620671565,U,Chevrolet,Suburban,BLUE
1825.4,0,1576.4,029082345,U,Chevrolet,Camaro,
2518.01,309.16,1959.85,620255147,U,Chrysler,200,SILVER
2710.48,963.94,1497.54,628942811,U,GMC,Acadia,WHITE
1166.5,0,917.5,622943226,U,Chevrolet,Malibu,BLUE
4003.41,1611.82,2142.59,631382415,U,Nissan,Altima,PURPLE
3567.72,950.94,2367.78,420669357,U,Dodge,Durango,MAROON
2514.51,3107.71,-842.2,62010,,Chevrolet,Silverado 1500,WHITE
2337.09,1447.43,640.66,628961610,U,RAM,1500,WHITE
857.27,1236.47,-628.2,620253811,N,Chevrolet,Silverado 1500,BLACK
1445.67,1655.87,-459.2,626716010,N,Chevrolet,Trax,SILVER
3919.85,746.15,2924.7,620102239,U,GMC,Canyon,BLUE
5137.34,3319.14,1569.2,628642112,U,Chevrolet,Silverado 1500,BLACK
3435.82,1444.29,1742.53,620343265,U,Chevrolet,Equinox,BURGUNDY
4731.27,2500.94,1981.33,620255115,U,Chevrolet,Silverado 1500,SILVER
3039.86,1957.88,832.98,620023556,U,Chevrolet,Trax,BLACK
5807.87,734.17,4824.7,633411901,U,Cadillac,XT4,
3524.78,201,3074.78,620881602,U,Dodge,Durango,WHITE
3953.04,2217.28,1486.76,630491843,U,Chevrolet,Equinox,WHITE
4650.54,1994.79,2406.75,620406185,U,Chevrolet,Traverse,BLACK
775.2,0,526.2,620522570,N,Chevrolet,Camaro,ORANGE
4919.21,201,4469.21,62087,U,Chevrolet,Silverado 1500,BLACK
3348.8,0,3099.8,620952158,U,Dodge,Journey,GRAY
4063.48,2185.38,1629.1,620251352,U,Chevrolet,Cruze,BLUE
3981.46,0,3732.46,622012112,U,GMC,Acadia,PURPLE
428.46,100,79.46,628822032,N,Chevrolet,Impala,GRAY
4476.84,2033.14,2194.7,620241056,U,GMC,Sierra 2500HD,WHITE
4004.74,1885.39,1870.35,620372227,U,Jeep,Cherokee,SILVER
3208.49,2266,693.49,620405616,U,Nissan,Altima,SILVER
2736.65,1760.26,727.39,620954017,U,Buick,Regal,PURPLE
4712.64,1462.38,3001.26,620355738,U,Chevrolet,Colorado,RED
1084.74,0,835.74,620881409,U,Chevrolet,Malibu,GRAY
5605.92,2894.82,2462.1,620402876,U,Chevrolet,Equinox,WHITE
3414.44,800.74,2364.7,620251154,U,Nissan,Altima,BLACK
3972.79,2196.1,1527.69,620492110,U,Chevrolet,Tahoe,GRAY
7704.57,0,7455.57,620332130,U,Jeep,Patriot,GRAY
6929.14,3879.84,2800.3,633892968,U,RAM,1500,WHITE
4722.14,1257.06,3216.08,620351906,U,Nissan,Maxima,BLACK
2737.8,747,1741.8,620972541,U,Chevrolet,Silverado 1500,GREY
2710.77,435.76,2026.01,620101142,U,GMC,Sierra 1500,BLACK
2799.54,250,2300.54,620242042,U,Chevrolet,Equinox,GREY
2088.54,2523.87,-684.33,620522605,,Chevrolet,Silverado 1500,BLUE
13976.03,11945.28,1781.75,620474309,U,Chevrolet,Traverse,BLACK
4073.82,365.2,3459.62,62074,U,GMC,Terrain,BLACK
2817.68,150,2418.68,633661199,U,Mazda,MX-5 Miata,SILVER
5077.54,1039.84,3788.7,622312222,U,Dodge,Grand Caravan,GRAY
3498.51,1449.62,1799.89,620331143,U,Chrysler,Pacifica,SILVER
4096.67,1151.4,2696.27,620884251,U,Chevrolet,Equinox,
1194.18,1276.58,-331.4,620930056,N,Chevrolet,Silverado 1500 LD,WHITE
56.71,617.09,-809.38,620331250,N,Chevrolet,Malibu,WHITE
1903.7,0,1654.7,62024,U,Dodge,Grand Caravan,SILVER
2772.35,1891.67,631.68,620027023,U,Buick,Verano,WHITE
1600.89,935.36,416.53,620692903,U,Chevrolet,Impala,GREY
1909.85,0,1660.85,620884422,U,GMC,Yukon XL,RED
6534.53,1876.13,4409.4,622491935,U,GMC,Acadia,RED
3830.53,949,2432.53,620101622,U,Chevrolet,Traverse,WHITE
2780.13,1716.71,814.42,620403552,U,GMC,Sierra 1500,WHITE
3592.09,600,2743.09,620884149,U,Nissan,Rogue,TAN
4443.82,1747.29,2447.53,620025715,U,Chevrolet,Blazer,WHITE
3836.59,1868,1719.59,620884360,U,Pontiac,Grand Prix,TAN
9189.36,4134.02,4806.34,620343265,U,RAM,3500,GREY
3469.56,1204.29,2111.27,620351957,U,Chevrolet,Equinox,WHITE
6420.86,1967.2,4204.66,631072611,U,GMC,Acadia,WHITE
5297.12,2630.67,2417.45,620101517,U,Chevrolet,Cruze,SILVER
2328.7,350,1729.7,620406639,U,GMC,Acadia,RED
2514.3,1531.25,734.05,622081916,U,Chevrolet,Colorado,WHITE
6098.09,3427.04,2422.05,620123908,U,RAM,2500,BLUE
3950.22,3862.68,-161.46,620024331,N,Chevrolet,Malibu,BLK
4729.32,1750.7,2729.62,620972102,U,Buick,Envision,BLACK
6627.86,704.24,5674.62,622581104,U,Jeep,Wrangler,BLACK
3614.79,1421.42,1944.37,622081815,U,Chevrolet,Traverse,MAROON
3269.83,1856,1164.83,620881427,U,Chevrolet,Malibu,GOLD
6822.82,3197.71,3376.11,622203112,U,Chevrolet,Silverado 1500,RED
3021.24,0,2772.24,620526792,U,Subaru,XV Crosstrek,BLUE
7281.77,2246.37,4786.4,620351738,U,Ford,F-150,RED
1650,201,1200,628124107,U,Buick,Verano,BLACK
2100.5,201,1650.5,620211805,N,Chevrolet,Equinox,GRAY
6615.58,4995.96,1370.62,631072611,U,Nissan,Rogue,SILVER
5749.1,1636.69,3863.41,620406568,U,Ford,F-150,GRAY
600.78,0,351.78,622261047,U,Chevrolet,Volt,WHITE
3667.12,1632.43,1785.69,62002,U,Chevrolet,Silverado 1500 LD,SILVER
2202.33,0,1953.33,620341212,U,Chevrolet,Malibu,RED
4071.7,83,3739.7,627046360,U,Ford,Edge,BLACK
1852.55,0,1603.55,620122303,U,Dodge,Journey,WHITE
3165.7,1127.08,1789.62,620353312,U,Kia,Sorento,BLACK
3608.62,972,2387.62,620101730,U,Buick,Encore,PURPLE
5878.6,3578.14,2051.46,620024308,N,Chevrolet,Colorado,GRAY
6302.6,2585.9,3467.7,620541124,U,Dodge,Charger,WHITE
6848.28,3430.75,3168.53,620632029,U,Chevrolet,Silverado 1500,BLACK
