Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
9/2/24,6232,59,Female,20.22,0.98,4.77,2,26,54,119,11.53353589,5,5,7
2/28/24,3904,58,Female,21.35,2.63,5.28,7,3,192,142,5.633332473,6,6,2
7/27/24,5749,37,Female,23.53,7.08,7.55,8,19,221,165,8.287480631,8,10,2
10/19/24,3789,19,Female,21.17,4.63,7.46,8,42,149,147,4.253950123,8,10,1
5/7/24,3387,33,Female,21.7,3.26,5.56,8,47,154,87,11.07666634,9,3,3
7/30/24,2257,34,Other,22.9,6.49,7.59,5,19,230,52,11.80274507,1,1,10
12/15/24,7034,28,Female,21.1,2.65,5.55,2,19,49,101,11.53906763,4,5,4
10/19/24,9775,57,Other,23.17,5.3,6.13,8,55,59,137,6.051704488,1,4,4
4/10/24,6457,55,Other,23.92,4.83,4.91,2,30,10,45,10.43043912,5,6,10
5/7/24,7381,41,Other,23.78,5.15,5.37,7,16,64,56,9.721491638,5,8,2
9/21/24,6208,35,Other,23.65,7.47,7.82,10,14,166,12,11.91560905,9,8,4
8/5/24,8124,35,Male,23.13,6.1,6.96,6,82,248,47,7.254438408,7,7,4
7/5/24,3535,30,Male,20.8,2.18,5.38,3,76,187,89,10.95684866,6,4,7
3/12/24,2695,55,Other,21.92,3.34,5.43,3,27,130,149,8.83080786,6,8,7
3/12/24,5482,29,Male,22.5,5.87,7.37,5,61,126,168,6.021168245,5,10,4
1/13/24,3985,37,Male,20.88,2.71,5.83,1,14,272,151,7.889043882,2,7,8
9/20/24,1314,43,Other,22.2,5.04,6.84,1,27,188,15,8.922029226,6,2,1
10/12/24,1870,30,Female,20.75,5.39,8.64,5,20,111,54,9.172803552,3,4,9
6/28/24,3761,48,Male,22.85,4.74,5.89,9,51,136,110,5.285436678,3,2,9
10/14/24,2806,29,Male,20.22,5.29,9.07,8,71,154,11,7.038012183,8,10,3
5/18/24,8850,48,Male,20.52,3.8,7.28,5,84,55,133,6.927086476,6,5,3
11/5/24,6831,58,Male,22.83,5.06,6.23,1,20,114,62,4.331993337,7,1,6
5/26/24,2051,19,Female,22.6,7.52,8.92,4,85,217,176,6.252928337,10,4,10
10/14/24,4176,53,Other,23.75,8.22,8.47,3,55,283,128,4.711917719,8,1,8
7/26/24,7513,21,Female,23.43,4.4,4.96,8,75,286,118,11.74461105,9,2,3
9/6/24,7653,59,Male,21.32,5.59,8.27,10,82,151,4,4.918375418,1,3,9
6/29/24,7305,40,Other,21.32,5.6,8.29,4,86,175,111,6.17306545,9,2,3
5/28/24,6552,39,Male,21.53,2.62,5.08,10,51,24,20,8.668840296,10,5,6
4/22/24,8279,40,Other,21.33,5.94,8.6,6,22,191,39,7.196150277,9,4,1
7/18/24,7646,28,Male,23.07,4.06,4.99,5,54,36,55,4.737343668,6,5,9
2/28/24,8616,57,Other,21.17,4.33,7.16,7,89,204,122,9.985286611,6,10,9
4/12/24,4806,38,Other,21.9,2.98,5.08,9,75,277,39,11.91545413,1,1,9
7/9/24,7837,59,Male,22.27,3.15,4.88,3,79,7,174,4.41428711,6,10,1
6/14/24,5591,31,Male,21.57,3.17,5.61,8,60,142,53,10.09506889,1,5,8
6/11/24,8984,40,Male,21.42,6.6,9.19,10,19,197,58,9.251276828,2,4,1
9/5/24,5621,31,Male,22.72,3.8,5.08,3,62,238,162,4.614424387,3,4,4
6/11/24,9095,57,Male,20.27,5.26,9,2,64,287,163,7.305380138,10,5,4
10/22/24,9378,33,Female,23.73,5.33,5.6,2,30,258,135,8.019418297,9,7,2
9/20/24,7726,56,Female,20.93,2.86,5.93,10,17,196,116,7.427663231,2,7,5
12/15/24,9069,21,Male,22.08,3.84,5.76,2,14,95,5,6.60168957,3,10,1
4/5/24,6054,21,Male,20.3,2.53,6.23,6,69,290,21,5.059236908,6,7,10
1/3/24,8483,29,Other,21.53,4.19,6.65,9,72,278,82,11.09695454,5,4,7
1/30/24,3971,51,Male,23.78,6.49,6.71,10,77,93,118,10.43970984,9,3,4
2/17/24,8905,27,Other,22.17,6.82,8.65,6,44,208,125,10.94727619,9,10,2
2/23/24,6450,33,Male,22.28,7.07,8.79,10,15,261,107,6.509652096,10,4,7
9/2/24,7785,43,Other,22.43,5.76,7.33,8,6,190,110,8.10546467,8,1,1
10/18/24,9711,22,Female,23.58,6.33,6.75,5,29,150,143,6.655986354,7,4,5
10/11/24,5290,32,Other,21.85,3.16,5.31,10,20,63,164,10.08128744,4,4,9
11/21/24,5926,53,Female,21.52,5.42,7.9,5,53,29,44,6.700259727,2,6,4
1/22/24,1691,53,Male,22.83,5.39,6.56,6,78,147,8,8.364656974,2,2,5
12/8/24,7781,28,Male,21.95,2.62,4.67,2,76,297,136,5.249612063,7,4,3
6/7/24,6308,48,Other,22.87,7.21,8.34,4,9,129,59,9.322921667,7,5,8
5/8/24,6002,38,Other,21.77,6.36,8.59,1,74,46,105,10.33170833,10,8,4
4/17/24,7553,28,Female,22.17,6.9,8.73,3,26,181,48,9.460259676,6,4,6
10/10/24,5873,59,Male,20.92,5.15,8.24,10,46,245,21,4.976059309,2,9,2
6/8/24,6593,42,Female,23.65,4.78,5.13,10,72,9,95,10.45406051,4,7,2
11/16/24,2409,48,Male,21.02,1.77,4.75,5,27,124,102,8.002228282,10,5,2
8/3/24,4981,51,Female,23.35,4.57,5.22,4,44,21,126,9.582662284,4,8,9
4/5/24,8697,55,Other,22.52,6.8,8.28,5,67,148,103,5.022197222,7,6,1
3/27/24,3364,24,Female,23.23,4.21,4.97,9,53,43,97,6.546096331,4,7,8
9/12/24,7010,31,Other,22.53,3.1,4.57,3,16,82,109,4.103179758,7,8,4
10/17/24,1325,42,Other,21.02,4.55,7.54,9,71,246,128,6.519347557,7,7,6
12/9/24,5042,46,Female,21.25,6.73,9.48,3,64,57,110,6.546432758,2,4,6
1/8/24,3076,50,Other,23.57,7.4,7.83,4,19,72,166,10.98287537,6,3,6
6/21/24,9362,30,Male,23.93,5.86,5.92,4,52,42,41,8.188508636,3,10,7
10/25/24,8244,45,Male,23.92,4.7,4.79,7,50,267,10,9.102193135,6,2,3
8/17/24,9105,45,Male,22.65,5.87,7.22,4,46,262,10,11.26188347,4,9,10
12/23/24,9106,54,Female,20.38,5.5,9.12,9,53,115,117,9.02495625,1,7,10
1/11/24,8382,40,Female,23.7,9.05,9.35,10,24,53,28,6.714442138,4,3,1
7/26/24,2773,47,Male,20.23,2.99,6.76,9,50,105,46,8.931425419,6,4,10
11/15/24,7360,59,Other,21.27,6.54,9.27,9,73,137,134,8.20206735,2,6,4
6/9/24,3560,51,Male,23.7,7.69,7.99,4,0,70,177,10.97530449,3,8,8
10/18/24,9947,44,Female,20.28,1.64,5.36,3,46,250,30,8.765438593,1,7,10
2/8/24,4715,47,Female,21.17,5.62,8.46,4,17,89,0,6.584797613,10,7,10
8/24/24,7533,23,Female,22.6,5.21,6.61,5,29,248,169,7.85022361,5,6,7
9/2/24,1404,29,Other,20.53,3.87,7.33,5,14,257,179,4.192881547,6,2,3
5/14/24,1421,54,Female,20.72,1.46,4.74,10,10,67,122,8.704003707,1,2,8
1/22/24,2473,23,Female,20.9,4.39,7.49,7,15,166,155,7.320999516,3,7,1
9/21/24,5524,39,Male,22.07,6.39,8.32,10,38,270,156,4.098728368,3,3,10
12/13/24,9220,32,Other,21.18,3.67,6.49,3,66,7,121,5.162613539,4,3,5
2/14/24,9022,33,Male,22.78,4.29,5.51,5,70,14,70,4.352526893,9,6,8
4/22/24,3313,33,Female,23.92,6.67,6.76,2,11,187,153,10.05406472,9,4,9
10/5/24,6649,30,Other,21.45,2.33,4.88,9,50,55,154,10.1277726,9,8,4
8/7/24,8235,51,Other,21.12,4.37,7.25,8,47,93,172,5.895391951,9,4,6
12/3/24,9558,35,Female,21.9,2.96,5.06,2,54,202,146,11.94011696,5,10,6
2/14/24,5658,39,Other,23.88,5.36,5.47,7,59,186,32,10.66089419,4,1,5
4/8/24,1126,52,Female,20.37,3.71,7.34,6,15,27,162,7.168007731,8,7,7
8/1/24,5180,43,Male,20.67,2.21,5.54,7,63,157,76,8.750245056,7,1,5
11/8/24,6014,44,Male,23.28,4.13,4.85,8,50,169,134,10.24170119,4,6,9
9/1/24,3156,48,Male,21.65,5.2,7.55,1,86,147,100,11.29567667,1,9,2
1/25/24,9488,23,Other,20.62,1.57,4.96,2,39,258,116,7.773195926,8,3,2
8/28/24,8036,41,Male,22,3.48,5.48,1,88,225,146,10.46715906,9,6,3
11/24/24,8209,36,Male,21.25,2.74,5.49,7,17,33,88,8.441070294,6,5,10
3/10/24,8016,56,Other,21.15,4.24,7.09,4,17,87,124,10.49492899,4,8,9
4/18/24,7297,21,Male,23.23,4.5,5.27,4,68,246,4,8.516725111,2,2,4
4/18/24,6214,58,Other,23.75,4.54,4.79,5,10,98,41,10.87289406,8,5,10
3/13/24,1198,19,Female,23.98,5.53,5.55,8,63,150,156,6.427084349,3,5,7
8/10/24,7232,48,Female,23.72,4.49,4.77,2,24,12,121,8.600484588,10,7,6
7/13/24,3933,37,Male,22.35,4.88,6.53,3,61,143,127,11.27402156,4,9,7
2/4/24,7326,31,Male,22.62,6.32,7.71,3,48,143,110,6.139322228,3,8,2
8/7/24,7738,59,Male,22.73,7.53,8.79,10,33,35,152,11.29454903,2,7,6
10/11/24,4197,42,Other,20.75,4.48,7.73,10,27,74,165,4.041117021,3,10,5
2/23/24,2894,47,Other,23.83,9.06,9.23,6,58,108,128,8.782719895,8,8,6
7/14/24,1378,20,Female,20.65,5.45,8.8,1,79,229,171,5.556280265,10,5,1
6/26/24,6603,54,Male,22.27,5.07,6.8,5,47,223,2,9.675110575,3,4,1
1/24/24,6969,31,Female,22.23,7.54,9.31,2,35,246,7,9.56149973,9,2,8
12/17/24,2907,30,Male,21.23,3.52,6.29,9,81,191,152,5.106972758,8,6,2
7/27/24,5435,38,Male,20.35,1.83,5.48,2,42,272,79,6.053177657,2,4,5
12/15/24,7468,22,Other,20.6,2.12,5.52,5,41,184,65,4.001816306,4,6,6
10/4/24,3721,46,Female,22.75,7.63,8.88,7,64,96,0,4.953125376,4,2,1
10/10/24,2128,53,Female,21.25,2.91,5.66,2,87,55,112,7.134487157,2,6,1
8/16/24,9362,56,Male,21.27,6.07,8.81,7,53,285,97,7.685868802,3,7,8
5/25/24,8942,57,Female,21.95,5.14,7.19,1,51,284,148,8.277287385,9,10,3
7/2/24,4199,37,Other,21.12,3.16,6.04,1,23,82,62,4.491401034,3,6,4
5/5/24,7568,59,Female,20.5,2.7,6.2,2,16,293,141,9.392140279,8,6,3
2/25/24,2910,36,Male,23.55,8.6,9.05,1,51,197,164,5.375012097,1,5,5
1/16/24,9683,57,Female,23.45,7.8,8.35,10,63,170,16,10.55699896,7,7,5
11/22/24,3155,32,Female,21.73,4.2,6.47,7,18,1,9,5.554188568,1,5,6
5/29/24,7943,58,Male,21.77,5,7.24,6,82,44,96,4.318491516,10,7,10
4/6/24,8118,53,Male,22.43,7.67,9.24,2,54,96,79,11.85006062,7,10,3
3/19/24,3460,51,Male,20.67,5.75,9.09,3,57,31,30,10.46614569,7,9,1
3/1/24,7413,49,Female,22.15,3.39,5.24,2,29,227,148,7.056987956,1,1,10
4/24/24,5078,59,Other,23.18,6.69,7.5,9,31,14,61,10.59198122,1,2,10
5/9/24,5734,53,Female,22.2,4.41,6.21,7,59,277,73,9.802296675,5,6,9
12/9/24,5704,34,Male,20.02,2.5,6.49,8,8,272,116,8.563275931,8,10,5
5/28/24,1924,41,Female,20.27,1.74,5.48,4,44,81,16,6.97665804,1,4,2
2/16/24,7250,26,Male,22.43,5.26,6.83,5,18,25,153,6.737060801,1,2,5
5/10/24,1786,34,Male,23.8,5.86,6.06,3,48,54,153,6.906042813,4,4,5
4/27/24,3349,53,Male,21,1.76,4.76,10,79,143,156,7.713631592,6,4,7
8/20/24,3713,43,Female,22.53,6.78,8.24,4,62,67,153,11.65707866,1,10,1
9/25/24,4661,41,Female,21.72,2.83,5.12,4,39,65,86,5.938829561,7,1,2
3/24/24,2299,20,Other,23.65,8,8.35,4,77,271,82,6.733128902,6,4,6
1/18/24,1523,47,Male,22.65,5.52,6.87,3,5,83,154,10.81124598,5,7,5
1/11/24,1142,20,Female,20.37,4.81,8.45,9,14,92,16,8.144617322,8,5,9
9/23/24,5517,25,Female,23.57,5.6,6.03,7,13,265,139,5.54296455,7,2,9
1/10/24,2936,34,Other,21.5,4.66,7.16,7,3,105,84,8.937553817,4,2,5
1/19/24,1641,29,Male,21.55,2.97,5.42,3,10,139,72,7.263116868,10,5,4
1/10/24,6127,53,Male,21.18,4.22,7.03,6,84,148,49,4.557755407,4,8,7
5/14/24,6413,39,Female,22.95,3.7,4.75,3,37,50,9,9.38204789,5,8,6
12/6/24,7200,56,Male,22.28,3.16,4.87,9,75,297,26,6.042826802,9,4,10
2/1/24,9216,28,Other,21.93,2.7,4.76,7,30,63,32,10.75194778,2,1,5
8/13/24,9787,52,Other,21.88,5.65,7.77,8,71,29,171,5.850861138,7,4,1
5/18/24,1193,43,Male,22.2,6.2,8,4,41,209,93,7.856138718,7,6,1
5/19/24,5887,51,Male,20.12,1.48,5.36,5,25,181,12,6.5391108,3,10,8
7/4/24,4326,29,Female,22.72,8.04,9.32,5,85,257,126,9.464914286,10,10,8
7/22/24,7159,40,Female,23.13,5.67,6.53,5,12,4,73,9.753875352,9,5,2
5/22/24,6481,24,Other,22.23,3.65,5.42,5,69,64,131,5.806316417,10,5,7
8/8/24,6972,44,Other,23.2,4.35,5.15,4,79,158,52,6.54323739,10,5,1
8/7/24,8688,29,Male,21.85,4.29,6.44,8,68,225,76,7.562192198,10,10,6
11/19/24,2204,50,Other,23.67,7.99,8.33,3,73,170,120,5.884705826,5,3,6
11/2/24,3569,29,Female,23.5,7.21,7.71,8,35,280,97,10.41472135,3,9,5
5/25/24,8082,52,Female,22.93,5.06,6.13,9,77,259,92,8.865691014,2,10,4
3/9/24,3793,18,Other,23.42,4.51,5.09,8,34,173,169,9.392302939,10,1,6
5/29/24,9624,26,Other,22.02,7.19,9.17,8,30,167,47,7.365892501,2,7,8
6/25/24,7617,33,Male,22.2,7.02,8.82,4,79,194,112,4.66578453,9,2,7
5/3/24,7960,29,Other,20.92,5.05,8.13,10,86,245,83,4.436882426,5,5,1
2/6/24,5428,36,Female,20.28,1.66,5.38,4,83,18,108,5.611250474,9,5,4
2/3/24,7468,27,Female,20.2,0.96,4.76,10,9,9,101,6.815078675,3,5,8
7/11/24,7747,56,Female,20.48,1.18,4.7,9,16,68,57,5.075467419,4,8,6
6/19/24,4555,50,Male,21.92,6.88,8.97,1,35,107,9,8.077251606,9,1,7
8/6/24,9283,33,Female,22.85,5.61,6.76,6,24,155,4,5.142514436,2,6,9
4/2/24,2407,50,Male,20.03,4.64,8.6,3,39,152,126,6.862038106,7,4,4
6/20/24,5052,40,Female,22.87,6.22,7.35,7,72,274,134,8.561453054,10,10,4
11/24/24,5378,19,Other,21.58,5.83,8.24,5,38,245,80,11.06092366,8,4,6
7/15/24,8837,29,Male,20.05,3.27,7.22,5,17,56,11,5.066614531,8,3,7
7/27/24,5736,32,Male,22.45,5.37,6.92,3,85,282,108,10.47982995,1,5,1
4/18/24,7784,27,Other,22.97,4.39,5.43,7,85,145,111,11.73574812,2,7,1
3/22/24,2502,51,Other,23.28,4.44,5.16,9,72,199,178,11.66510496,5,4,7
7/22/24,3241,31,Female,22.37,3.46,5.1,6,54,67,87,5.111751935,7,9,10
5/12/24,6739,59,Female,23.18,6.25,7.07,2,73,107,121,10.29065324,7,9,3
9/8/24,3042,56,Other,21.08,4.04,6.96,10,50,43,14,4.242830444,2,5,2
1/3/24,3261,39,Female,22.03,2.88,4.84,1,6,268,119,11.02153743,10,7,8
1/17/24,6171,23,Other,20.52,4.54,8.02,3,20,23,3,10.97268706,3,3,4
12/22/24,1687,52,Other,23.72,6.38,6.66,4,45,140,154,9.155880492,4,8,1
12/20/24,2872,58,Female,20.2,2.75,6.55,4,42,21,110,5.096422423,3,3,10
8/3/24,2036,58,Male,20.73,4.28,7.55,8,73,56,39,7.449683879,3,3,8
1/5/24,9714,24,Male,23.15,6.81,7.66,2,66,199,30,5.862868455,7,2,6
10/23/24,7559,37,Male,21.82,4.55,6.73,7,38,144,44,10.94161678,7,6,6
5/9/24,5095,39,Male,22.98,3.68,4.69,8,36,48,51,6.124460784,2,5,7
9/30/24,6285,54,Female,22.5,4.48,5.98,10,47,299,81,5.762619148,6,6,3
4/7/24,2932,58,Other,20.9,3.58,6.68,7,44,147,23,9.144834821,10,10,7
2/16/24,1564,55,Male,22.45,6,7.55,10,47,146,136,11.45878513,6,10,3
2/8/24,8170,46,Other,20.62,4.6,7.98,1,20,38,101,11.80481535,4,2,1
4/8/24,4483,56,Male,20.7,3.4,6.7,3,62,50,129,10.61112249,10,5,9
9/14/24,2211,55,Male,22.15,4.03,5.88,4,84,48,69,11.31101032,3,10,5
8/5/24,6820,38,Male,21.62,3.65,6.03,10,71,260,14,9.244079775,1,5,3
2/16/24,5958,30,Other,22.33,7.18,8.85,6,89,185,61,7.370407053,9,8,8
4/6/24,9677,38,Other,21.33,5.63,8.3,4,7,57,45,7.504352607,9,9,10
10/11/24,5597,33,Male,21.6,2.39,4.79,7,40,231,92,4.139985712,6,5,1
3/13/24,4320,44,Male,21.47,5.64,8.18,8,86,220,132,11.14490993,10,4,9
10/9/24,2081,19,Male,20.87,4.47,7.6,7,73,152,124,10.50280777,10,6,5
3/6/24,4670,19,Female,20.32,5.07,8.75,4,64,208,128,4.264095487,9,3,7
11/26/24,6335,39,Male,21.2,2.76,5.56,10,34,23,27,5.778262133,8,1,3
7/25/24,2294,51,Other,20.23,3.2,6.97,4,42,74,102,11.24910029,2,7,7
11/10/24,4787,24,Male,21.53,2.55,5.02,2,70,131,19,7.623066883,4,1,8
2/4/24,6231,47,Female,23.93,7.31,7.37,10,82,64,68,5.131068434,6,8,4
12/22/24,6795,21,Male,21.82,2.94,5.12,2,21,65,20,5.746424894,7,7,6
3/30/24,2620,34,Other,22.13,4.76,6.62,1,1,243,175,9.39434859,1,3,10
12/24/24,7073,37,Female,22.67,7.07,8.4,5,81,143,131,9.04508236,7,7,3
12/2/24,9697,59,Female,22.27,7.53,9.26,10,8,99,145,6.143978135,9,2,9
5/22/24,7533,59,Male,22.47,4.46,6,2,56,171,74,9.218248903,3,2,10
11/15/24,3149,59,Female,21.32,5.92,8.6,9,56,195,118,9.302878301,4,5,8
10/26/24,8265,22,Female,20.5,2.72,6.22,10,31,288,125,8.173867351,2,3,10
7/3/24,7041,19,Female,22.75,5.82,7.07,3,12,230,43,5.101872791,7,9,2
9/2/24,1808,48,Other,21.52,4.5,6.98,5,57,105,43,8.889132186,8,9,2
10/12/24,2790,23,Female,22.03,7.51,9.48,10,56,125,151,7.456538281,10,1,10
7/22/24,3032,53,Female,22.63,7.68,9.05,2,84,99,103,4.230409444,6,5,2
9/11/24,3428,47,Female,20.77,6.07,9.3,4,24,274,4,6.747022317,8,3,7
2/9/24,9159,43,Other,21.3,4.39,7.09,10,28,166,168,5.164138403,5,3,1
1/16/24,5886,24,Female,23.18,5.44,6.26,10,68,176,25,8.781059519,1,7,1
8/22/24,9989,43,Male,22.53,5.43,6.9,1,37,133,45,11.23562249,10,8,2
3/12/24,7985,34,Other,21.47,3.22,5.75,6,5,25,166,11.47914437,6,3,7
4/13/24,1600,30,Male,20.15,4.54,8.39,9,78,51,129,10.82502538,2,3,10
2/3/24,5898,55,Other,22.68,8.11,9.42,6,47,191,146,4.875858929,7,9,4
5/12/24,7794,47,Male,20.43,0.96,4.52,2,11,296,129,4.197359636,8,3,6
12/21/24,1028,52,Female,22.98,4.52,5.53,9,42,207,73,4.829093812,3,2,8
8/2/24,2906,57,Female,20.03,3.78,7.75,9,47,293,86,5.072199155,1,5,10
7/16/24,4071,53,Male,20.97,1.9,4.94,4,2,75,45,10.44095367,5,9,5
9/23/24,6188,52,Other,20.02,3.2,7.19,1,38,93,173,4.135753035,7,9,2
4/14/24,3786,19,Other,20.33,2.54,6.21,4,44,19,60,4.577705483,2,9,2
4/30/24,3975,43,Female,20.93,5.53,8.6,1,50,260,12,5.704282559,9,9,3
10/17/24,7475,47,Male,21.35,3.18,5.83,9,46,68,103,10.02780484,8,8,2
7/30/24,9699,33,Female,23.18,5.17,5.98,10,38,88,173,11.34035916,8,9,8
6/26/24,8135,32,Male,22.07,3.75,5.68,9,73,279,48,7.080848984,4,10,5
2/29/24,8478,33,Other,23.42,7.42,8,7,13,78,176,4.63143884,5,1,7
2/26/24,3233,31,Male,23.48,8.22,8.74,7,55,76,150,6.708889833,1,7,8
1/18/24,2096,50,Male,21.27,6.36,9.09,6,33,83,152,4.854567944,10,8,5
1/11/24,1858,33,Female,20.48,2.52,6.04,7,15,226,15,8.413698976,3,1,5
6/26/24,9106,53,Male,23.67,6.65,6.99,4,24,65,136,9.674369017,6,3,4
4/12/24,8734,18,Male,21.73,5.94,8.21,10,13,181,45,10.56735371,8,10,1
8/19/24,4513,41,Male,22.88,7.06,8.17,4,81,36,25,7.948349277,3,8,4
6/30/24,6993,39,Other,21.87,2.92,5.05,1,86,14,158,9.335725628,5,2,10
12/29/24,4201,37,Other,23.05,7.05,8,6,22,58,89,8.262777058,8,2,8
5/18/24,4345,31,Female,21.57,7.03,9.47,3,52,77,155,9.439773681,9,5,10
6/19/24,6330,39,Male,23.85,5.86,6.01,2,22,140,68,6.037310127,8,9,9
4/10/24,8111,34,Other,22.55,7.48,8.93,3,11,99,11,5.581522425,2,7,1
5/14/24,3269,45,Female,23.48,8,8.51,6,87,261,26,5.165029174,5,8,8
12/23/24,2313,57,Other,22.17,5.86,7.69,8,64,273,43,4.749063147,8,7,7
6/10/24,8637,59,Other,23.47,8.6,9.13,2,77,219,23,9.454283982,6,5,8
4/9/24,7404,50,Male,21.48,4.58,7.1,10,56,292,6,9.657826627,7,7,5
8/29/24,5581,21,Female,21.72,4.17,6.45,7,27,196,66,8.009301852,10,10,4
3/23/24,7523,28,Other,22.1,5.93,7.83,7,33,57,8,10.05541476,2,9,10
10/7/24,4110,32,Other,23.15,5.65,6.5,3,18,254,27,9.307922761,1,10,3
10/12/24,6141,20,Male,20.28,5,8.71,2,75,261,106,6.727582413,2,9,2
12/14/24,1224,27,Female,23.9,8.28,8.38,6,59,110,5,5.559542152,8,3,1
8/22/24,7643,50,Female,23.52,8.36,8.84,8,56,297,97,6.423561343,7,3,2
7/17/24,8630,37,Female,20.03,2.28,6.25,7,45,151,45,4.141710805,8,7,3
2/18/24,2325,55,Female,20.43,1,4.57,2,78,235,126,6.894146495,4,6,9
10/15/24,8280,46,Male,20.95,4.69,7.74,10,5,247,114,8.076070986,1,4,9
8/26/24,1968,58,Other,22.18,7.04,8.86,1,48,216,10,7.090945097,4,7,5
8/5/24,1823,57,Male,23.88,6.69,6.8,8,34,179,158,9.083423366,7,4,4
3/20/24,4718,39,Male,22.92,6.4,7.48,7,11,6,127,5.190469716,7,10,10
8/19/24,9648,58,Female,20.2,4.07,7.87,4,88,151,171,5.921960148,2,8,1
10/2/24,2736,40,Female,22.4,3.1,4.7,5,30,228,121,11.11869115,5,9,3
4/8/24,5070,24,Female,23.03,8.49,9.46,7,36,118,85,4.705137947,1,4,1
12/2/24,1809,29,Female,21.43,3.58,6.15,7,63,122,113,10.98688894,1,3,8
6/14/24,3908,58,Female,22.72,4.24,5.53,7,16,78,72,6.488056029,9,7,2
8/11/24,5613,52,Female,21.92,4.6,6.68,5,81,143,135,10.27524532,10,4,6
7/2/24,9795,23,Other,23.07,5.46,6.39,10,58,220,45,9.709216596,8,4,3
11/29/24,5134,54,Female,21.17,4.78,7.61,1,30,122,53,8.831363549,2,7,10
4/22/24,4061,40,Female,23.1,3.91,4.81,3,37,211,161,11.85517712,1,10,3
12/5/24,5607,35,Male,23.43,4.29,4.85,1,62,159,137,7.592667141,6,9,2
12/22/24,5647,36,Other,21.87,5.48,7.61,3,46,261,15,7.930643455,2,4,7
6/25/24,1877,18,Male,23.33,4.49,5.15,8,54,24,134,5.774235935,1,7,1
10/6/24,7154,26,Other,22.05,6.41,8.36,9,12,22,82,9.465404506,7,8,1
10/16/24,8869,30,Other,21.63,7.04,9.4,2,67,28,15,9.409258668,5,1,5
5/3/24,4602,24,Female,23.2,7.99,8.79,9,74,60,25,4.603297408,7,3,6
12/28/24,4740,56,Female,22.05,3.49,5.44,1,56,164,60,6.148791463,7,9,9
8/12/24,6246,18,Other,21.28,5.5,8.22,1,64,51,30,6.93029109,7,4,5
11/4/24,7800,39,Male,20.02,3.4,7.38,5,3,163,5,9.576104111,6,5,7
3/29/24,1665,56,Male,21.92,6.82,8.91,5,45,143,15,4.480065541,8,8,3
10/1/24,8233,32,Female,23.15,7,7.85,1,12,288,132,5.528497115,9,8,3
8/26/24,5798,31,Male,22.27,5,6.73,5,56,202,120,7.797769017,10,6,4
8/3/24,3934,40,Other,21.93,3.67,5.74,6,64,21,104,5.597357904,10,8,3
8/3/24,9444,23,Female,22.68,7.02,8.34,4,57,203,165,9.543027422,10,2,7
5/18/24,6411,48,Male,20.28,5.52,9.24,8,23,200,127,8.87751249,9,10,2
8/17/24,1270,20,Other,22.08,7.06,8.97,4,9,56,49,7.447530692,2,2,4
4/14/24,9791,19,Female,22.42,3.67,5.25,10,4,64,33,6.872006145,3,2,5
5/27/24,8740,40,Male,23.05,5.21,6.16,6,19,81,128,5.042543905,1,8,4
7/21/24,9215,48,Other,20.25,3.92,7.67,8,53,25,79,6.088227132,1,1,3
6/11/24,2834,46,Male,20.95,3.45,6.5,10,27,284,170,5.662323718,10,10,10
12/15/24,2439,43,Other,20.92,4.47,7.55,10,1,157,119,9.963181913,4,9,6
10/16/24,1109,18,Male,23.87,5.59,5.72,8,44,104,149,5.74618559,10,7,9
5/13/24,7382,24,Male,23,7.93,8.93,7,82,164,124,8.768511449,10,6,8
6/9/24,1238,37,Female,22.93,5.52,6.58,8,3,36,131,9.670394119,2,8,2
6/24/24,3592,36,Male,23.57,8.38,8.81,10,64,41,84,7.471104388,3,9,5
4/14/24,3367,58,Other,22.92,3.42,4.51,9,5,161,8,6.294773165,1,1,3
7/6/24,5677,54,Other,21.67,4.89,7.22,10,13,163,163,8.885854237,8,10,4
2/17/24,8764,45,Female,23.35,6.87,7.52,3,41,100,28,6.501706361,10,10,7
9/13/24,4878,38,Male,22.05,3.92,5.87,4,9,104,33,10.44074701,1,2,7
11/12/24,9974,45,Other,22.78,4.22,5.44,1,12,138,27,5.755115114,3,1,9
1/10/24,7458,22,Female,21.5,2.06,4.56,4,47,129,36,4.437713399,4,6,10
10/7/24,8382,29,Female,21.7,6.05,8.35,6,69,241,129,4.479401243,10,1,5
3/12/24,4377,30,Other,20.72,5.81,9.09,5,18,165,122,9.363573322,4,4,5
12/3/24,3889,51,Female,21.13,3.29,6.15,10,67,195,89,7.455348249,7,1,3
6/27/24,2861,46,Other,23.48,8.94,9.46,7,25,55,21,10.98264187,10,10,9
1/23/24,7668,42,Female,21.25,2.51,5.26,3,40,286,84,6.690464755,2,8,9
4/21/24,4167,57,Female,23.6,7.94,8.34,9,73,131,98,10.83564067,6,1,3
11/26/24,8848,20,Male,21.32,3.73,6.42,2,48,30,57,4.923223675,10,2,9
9/9/24,9210,25,Other,22.03,6.36,8.33,6,80,227,144,10.40931254,9,5,5
5/18/24,3338,28,Other,23.65,4.64,4.99,5,51,138,124,7.224310063,9,10,6
4/15/24,7694,45,Female,22.38,7.62,9.24,10,27,244,65,7.983588741,6,10,9
